DB,DB ID,Disease,MIM Number,Gene Symbol,Gene ID,GO-BP ID Count,GO-BP ID
OMIM,613985,"Thalassemia, beta",141900,HBB,3043,14,GO:0043312 | GO:0042542 | GO:0098869 | GO:0008217 | GO:0042744 | GO:0015671 | GO:0015701 | GO:0030185 | GO:0070293 | GO:0006898 | GO:0045429 | GO:0070527 | GO:0010942 | GO:0007596
OMIM,603902,"Thalassemia-beta, dominant inclusion-body",141900,HBB,3043,14,GO:0043312 | GO:0042542 | GO:0098869 | GO:0008217 | GO:0042744 | GO:0015671 | GO:0015701 | GO:0030185 | GO:0070293 | GO:0006898 | GO:0045429 | GO:0070527 | GO:0010942 | GO:0007596
OMIM,604131,"Thalassemias, alpha-",141800,HBA1,3039,7,GO:0042542 | GO:0098869 | GO:0042744 | GO:0015671 | GO:0015701 | GO:0006898 | GO:0010942
OMIM,187600,"Thanatophoric dysplasia, type I",134934,FGFR3,2261,21,GO:0001501 | GO:0051897 | GO:0002062 | GO:0001958 | GO:0000165 | GO:0007267 | GO:0048640 | GO:0070977 | GO:0030282 | GO:1902178 | GO:0043552 | GO:0003416 | GO:0018108 | GO:0046777 | GO:0042531 | GO:0070374 | GO:0010518 | GO:0008284 | GO:0060349 | GO:0007275 | GO:0035988
OMIM,187601,"Thanatophoric dysplasia, type II",134934,FGFR3,2261,21,GO:0001501 | GO:0051897 | GO:0002062 | GO:0001958 | GO:0000165 | GO:0007267 | GO:0048640 | GO:0070977 | GO:0030282 | GO:1902178 | GO:0043552 | GO:0003416 | GO:0018108 | GO:0046777 | GO:0042531 | GO:0070374 | GO:0010518 | GO:0008284 | GO:0060349 | GO:0007275 | GO:0035988
OMIM,617107,Thauvin-Robinet-Faivre syndrome,608296,FIBP,9158,2,GO:0008543 | GO:0070527
OMIM,607483,Thiamine metabolism dysfunction syndrome 2 (biotin- or thiamine-responsive encephalopathy type 2),606152,SLC19A3,80704,2,GO:0042723 | GO:0071934
OMIM,613710,Thiamine metabolism dysfunction syndrome 4 (progressive polyneuropathy type),606521,SLC25A19,60386,5,GO:0015867 | GO:0030974 | GO:0042723 | GO:0030302 | GO:0071934
OMIM,614458,Thiamine metabolism dysfunction syndrome 5 (episodic encephalopathy type),606370,TPK1,27010,3,GO:0009229 | GO:0006772 | GO:0016310
OMIM,249270,Thiamine-responsive megaloblastic anemia syndrome,603941,SLC19A2,10560,3,GO:0042723 | GO:0071934 | GO:0015884
OMIM,187950,"Thrombocythemia, somatic | Thrombocythemia 1",600044 | 605093 | 109091,CALR | SH2B3 | THPO,7066 | 10019 | 811,63,GO:0042532 | GO:0036500 | GO:1900235 | GO:0045892 | GO:0051897 | GO:1902035 | GO:0000122 | GO:0042921 | GO:0007169 | GO:0045654 | GO:0048821 | GO:0006355 | GO:0002502 | GO:0042493 | GO:0017148 | GO:0007283 | GO:0008285 | GO:0035855 | GO:0002479 | GO:0035702 | GO:0090398 | GO:0090331 | GO:0006611 | GO:2000510 | GO:0001780 | GO:1900026 | GO:0055007 | GO:1990869 | GO:0043407 | GO:0032355 | GO:0036016 | GO:0050821 | GO:1901164 | GO:0051208 | GO:0070374 | GO:0030866 | GO:0034975 | GO:0045665 | GO:0071157 | GO:0034504 | GO:0033574 | GO:0035162 | GO:0033144 | GO:0042981 | GO:0097696 | GO:0038163 | GO:0007596 | GO:0050766 | GO:0071285 | GO:1901224 | GO:0051898 | GO:0022417 | GO:0008283 | GO:0070100 | GO:0035556 | GO:0040020 | GO:0006898 | GO:0007275 | GO:0010595 | GO:0010628 | GO:1990668 | GO:0048387 | GO:0006874
OMIM,601977,Thrombocythemia 2,159530,MPL,4352,9,GO:0071456 | GO:1990960 | GO:0001780 | GO:1905221 | GO:0050671 | GO:0070527 | GO:1990959 | GO:0035702 | GO:0038163
OMIM,614521,Thrombocythemia 3,147796,JAK2,3717,71,GO:0007260 | GO:0035722 | GO:0051091 | GO:0046677 | GO:1902728 | GO:0060397 | GO:0010870 | GO:0070102 | GO:0008631 | GO:0000165 | GO:0060334 | GO:0008285 | GO:0007498 | GO:0002250 | GO:1904037 | GO:0043524 | GO:0070671 | GO:0042307 | GO:0022408 | GO:0033209 | GO:0060399 | GO:0046579 | GO:0050867 | GO:0050729 | GO:0014068 | GO:0032516 | GO:0050725 | GO:0042976 | GO:0030218 | GO:0097296 | GO:0060333 | GO:0046777 | GO:0042531 | GO:0031959 | GO:0050804 | GO:0006919 | GO:0034612 | GO:0001774 | GO:0000186 | GO:0070106 | GO:0099527 | GO:0007259 | GO:0010667 | GO:0045822 | GO:0031103 | GO:0061180 | GO:0032024 | GO:0007186 | GO:0030335 | GO:0045597 | GO:0033194 | GO:0030041 | GO:0035409 | GO:0048008 | GO:0045348 | GO:0070757 | GO:0007596 | GO:0043392 | GO:0097191 | GO:0007204 | GO:0032496 | GO:0051770 | GO:0042535 | GO:0038155 | GO:0010811 | GO:0045429 | GO:0006915 | GO:0060391 | GO:0043388 | GO:1904707 | GO:0120162
OMIM,273900,Thrombocytopenia 3,602731,FYB1,2533,4,GO:0072659 | GO:0007229 | GO:0050852 | GO:0006955
OMIM,612004,Thrombocytopenia 4,123970,CYCS,54205,7,GO:0006122 | GO:0034599 | GO:0006123 | GO:0006915 | GO:0007005 | GO:0006470 | GO:0008635
OMIM,616216,Thrombocytopenia 5,600618,ETV6,2120,6,GO:0007296 | GO:0022008 | GO:0045944 | GO:0000122 | GO:0097152 | GO:0071425
OMIM,314050,"Thrombocytopenia with beta-thalassemia, X-linked",305371,GATA1,2623,31,GO:0035854 | GO:0000122 | GO:0030502 | GO:1902036 | GO:0048821 | GO:0048873 | GO:0030222 | GO:0010725 | GO:0030219 | GO:0008285 | GO:0007267 | GO:0010724 | GO:0030218 | GO:0070527 | GO:0050731 | GO:0008584 | GO:0097067 | GO:0033690 | GO:0010559 | GO:0035162 | GO:0045652 | GO:0007596 | GO:0001701 | GO:0071733 | GO:2001240 | GO:0045893 | GO:0045648 | GO:0097028 | GO:0030220 | GO:0030221 | GO:2000678
OMIM,313900,"Thrombocytopenia, X-linked, intermittent | Thrombocytopenia, X-linked",300392,WAS,7454,19,GO:0016197 | GO:2000601 | GO:0050852 | GO:0002625 | GO:0045944 | GO:0030048 | GO:1905168 | GO:0006952 | GO:0010591 | GO:0008544 | GO:0042110 | GO:2000146 | GO:0051497 | GO:0006955 | GO:0030041 | GO:0038096 | GO:0071346 | GO:0050790 | GO:0007596
OMIM,300367,"Thrombocytopenia, X-linked, with or without dyserythropoietic anemia",305371,GATA1,2623,31,GO:0035854 | GO:0000122 | GO:0030502 | GO:1902036 | GO:0048821 | GO:0048873 | GO:0030222 | GO:0010725 | GO:0030219 | GO:0008285 | GO:0007267 | GO:0010724 | GO:0030218 | GO:0070527 | GO:0050731 | GO:0008584 | GO:0097067 | GO:0033690 | GO:0010559 | GO:0035162 | GO:0045652 | GO:0007596 | GO:0001701 | GO:0071733 | GO:2001240 | GO:0045893 | GO:0045648 | GO:0097028 | GO:0030220 | GO:0030221 | GO:2000678
OMIM,604498,"Thrombocytopenia, congenital amegakaryocytic",159530,MPL,4352,9,GO:0071456 | GO:1990960 | GO:0001780 | GO:1905221 | GO:0050671 | GO:0070527 | GO:1990959 | GO:0035702 | GO:0038163
OMIM,274000,Thrombocytopenia-absent radius syndrome,605313,RBM8A,9939,6,GO:0006406 | GO:0000398 | GO:0006417 | GO:0000184 | GO:0000381 | GO:0031124
OMIM,613116,Thrombophilia due to HRG deficiency,142640,HRG,3273,28,GO:2000504 | GO:0032956 | GO:0030168 | GO:0051894 | GO:0010593 | GO:0008285 | GO:0042730 | GO:0002576 | GO:0030308 | GO:2001027 | GO:0010543 | GO:0051918 | GO:0002839 | GO:0043537 | GO:0006935 | GO:1900747 | GO:0001525 | GO:0050832 | GO:0051838 | GO:0043065 | GO:0061844 | GO:0010951 | GO:0033629 | GO:0010468 | GO:0016525 | GO:0043254 | GO:0050730 | GO:0015886
OMIM,188055,"Thrombophilia due to activated protein C resistance | {Thrombophilia, susceptibility to, due to factor V Leiden}",612309,F5,2153,6,GO:0008015 | GO:0043687 | GO:0048208 | GO:0006888 | GO:0002576 | GO:0007596
OMIM,613118,Thrombophilia due to antithrombin III deficiency,107300,SERPINC1,462,7,GO:0043687 | GO:0007595 | GO:2000266 | GO:0007584 | GO:0002438 | GO:0010951 | GO:0007596
OMIM,612356,Thrombophilia due to heparin cofactor II deficiency,142360,SERPIND1,3053,4,GO:0007596 | GO:0043687 | GO:0006935 | GO:0010951
OMIM,176860,"Thrombophilia due to protein C deficiency, autosomal dominant",612283,PROC,5624,8,GO:0043066 | GO:0043687 | GO:0006508 | GO:0030195 | GO:0050728 | GO:0006888 | GO:1903142 | GO:0007596
OMIM,612304,"Thrombophilia due to protein C deficiency, autosomal recessive",612283,PROC,5624,8,GO:0043066 | GO:0043687 | GO:0006508 | GO:0030195 | GO:0050728 | GO:0006888 | GO:1903142 | GO:0007596
OMIM,612336,"Thrombophilia due to protein S deficiency, autosomal dominant",176880,PROS1,5627,7,GO:0042730 | GO:0006888 | GO:0002576 | GO:0030449 | GO:0050900 | GO:0010951 | GO:0007596
OMIM,614514,"Thrombophilia due to protein S deficiency, autosomal recessive",176880,PROS1,5627,7,GO:0042730 | GO:0006888 | GO:0002576 | GO:0030449 | GO:0050900 | GO:0010951 | GO:0007596
OMIM,188050,"Thrombophilia due to thrombin defect | {Venous thromboembolism, susceptibility to} | {Thromboembolism, susceptibility to} | {Venous thrombosis, protection against}",603924 | 607093 | 176930 | 134570,MTHFR | F2 | F13A1 | HABP2,4524 | 2147 | 2162 | 3026,51,GO:1900182 | GO:0072378 | GO:0030449 | GO:0030168 | GO:0030307 | GO:0001934 | GO:1900738 | GO:0018149 | GO:0009086 | GO:0042730 | GO:0001666 | GO:0006888 | GO:0048712 | GO:0002576 | GO:0050667 | GO:0070555 | GO:0008360 | GO:0001843 | GO:0014068 | GO:0051918 | GO:0045861 | GO:0009611 | GO:0051593 | GO:0033274 | GO:0031060 | GO:2000379 | GO:0046427 | GO:0070945 | GO:0050900 | GO:0070829 | GO:0035999 | GO:0006953 | GO:0007155 | GO:0007186 | GO:0051838 | GO:1900016 | GO:0032967 | GO:0051281 | GO:0061844 | GO:0046655 | GO:0007596 | GO:0006508 | GO:0046500 | GO:0008284 | GO:0019221 | GO:0007275 | GO:0055114 | GO:0007597 | GO:0043200 | GO:0090218 | GO:0010544
OMIM,614486,Thrombophilia due to thrombomodulin defect,188040,THBD,7056,8,GO:0010165 | GO:0051591 | GO:0050900 | GO:0032496 | GO:0051918 | GO:0010544 | GO:0007565 | GO:0007596
OMIM,300807,"{Deep venous thrombosis, protection against} | Thrombophilia, X-linked, due to factor IX defect",300746,F9,2158,4,GO:0006888 | GO:0007597 | GO:0031638 | GO:0007596
OMIM,274150,"Thrombotic thrombocytopenic purpura, hereditary",604134,ADAMTS13,11093,14,GO:0030198 | GO:0007160 | GO:0071222 | GO:0007229 | GO:0030168 | GO:0009636 | GO:0016485 | GO:0035864 | GO:0014075 | GO:0009100 | GO:0071346 | GO:0071353 | GO:0043171 | GO:0071356
OMIM,188470,"{Thyroid cancer, nonmedullary, 2} | {Thyroid carcinoma, follicular} | Thyroid carcinoma, follicular, somatic",164790 | 605391 | 190020 | 606523,HRAS | MINPP1 | NRAS | SRGAP1,57522 | 4893 | 9562 | 3265,46,GO:0006897 | GO:0030336 | GO:0071480 | GO:0043647 | GO:0050852 | GO:2000630 | GO:0007265 | GO:0002223 | GO:0097193 | GO:0010863 | GO:0046330 | GO:0007050 | GO:0000165 | GO:0008285 | GO:0043547 | GO:0043406 | GO:0043524 | GO:0034260 | GO:0045944 | GO:0042832 | GO:0090398 | GO:2000251 | GO:0030282 | GO:0001889 | GO:0001938 | GO:0006470 | GO:0042088 | GO:0048013 | GO:0006935 | GO:0070374 | GO:0048169 | GO:0098696 | GO:0007093 | GO:0001503 | GO:0030335 | GO:0010629 | GO:0043312 | GO:0090314 | GO:0032729 | GO:0006797 | GO:0090303 | GO:0035900 | GO:1900029 | GO:0046579 | GO:0009887 | GO:0045740
OMIM,274400,Thyroid dyshormonogenesis 1,601843,SLC5A5,6528,6,GO:1904200 | GO:0006590 | GO:0006814 | GO:0071371 | GO:0150104 | GO:0071320
OMIM,274500,Thyroid dyshormonogenesis 2A,606765,TPO,7173,7,GO:0006590 | GO:0042446 | GO:0098869 | GO:0042744 | GO:0055114 | GO:0035162 | GO:0006979
OMIM,274700,Thyroid dyshormonogenesis 3,188450,TG,7038,6,GO:0006590 | GO:0042446 | GO:0030878 | GO:0031641 | GO:0007165 | GO:0015705
OMIM,274800,Thyroid dyshormonogenesis 4,612025,IYD,389434,4,GO:0006590 | GO:0098869 | GO:0055114 | GO:0006570
OMIM,274900,Thyroid dyshormonogenesis 5,612772,DUOXA2,405753,8,GO:0042743 | GO:2000147 | GO:2000609 | GO:0050727 | GO:0051604 | GO:0010729 | GO:0015031 | GO:0034613
OMIM,607200,Thyroid dyshormonogenesis 6,606759,DUOX2,50506,15,GO:0009615 | GO:0006590 | GO:0042446 | GO:0098869 | GO:0051591 | GO:0042744 | GO:0006952 | GO:2000147 | GO:0019221 | GO:0050665 | GO:0055114 | GO:0090303 | GO:0042335 | GO:0042554 | GO:0006979
OMIM,609698,"Thyroid hormone metabolism, abnormal",607693,SECISBP2,79048,4,GO:2000623 | GO:0021756 | GO:0001514 | GO:0048666
OMIM,188570,Thyroid hormone resistance,190160,THRB,7068,14,GO:0006367 | GO:0002154 | GO:0008050 | GO:0007605 | GO:0042480 | GO:0045944 | GO:0046549 | GO:0000122 | GO:0097474 | GO:0030154 | GO:0006351 | GO:0008016 | GO:0007621 | GO:0043401
OMIM,274300,"Thyroid hormone resistance, autosomal recessive",190160,THRB,7068,14,GO:0006367 | GO:0002154 | GO:0008050 | GO:0007605 | GO:0042480 | GO:0045944 | GO:0046549 | GO:0000122 | GO:0097474 | GO:0030154 | GO:0006351 | GO:0008016 | GO:0007621 | GO:0043401
OMIM,145650,"Thyroid hormone resistance, selective pituitary",190160,THRB,7068,14,GO:0006367 | GO:0002154 | GO:0008050 | GO:0007605 | GO:0042480 | GO:0045944 | GO:0046549 | GO:0000122 | GO:0097474 | GO:0030154 | GO:0006351 | GO:0008016 | GO:0007621 | GO:0043401
OMIM,600334,"Tibial muscular dystrophy, tardive",188840,TTN,7273,19,GO:0045214 | GO:0007076 | GO:0030240 | GO:0035995 | GO:0051592 | GO:0060048 | GO:0002576 | GO:0048739 | GO:0055008 | GO:0055003 | GO:0048769 | GO:0030241 | GO:0030049 | GO:0045859 | GO:0010628 | GO:0018108 | GO:0010737 | GO:0050714 | GO:0003300
OMIM,103500,Tietz albinism-deafness syndrome,156845,MITF,4286,16,GO:0030336 | GO:0042127 | GO:0046849 | GO:0043010 | GO:2000144 | GO:0045893 | GO:0045944 | GO:0000122 | GO:0045670 | GO:0044336 | GO:0030316 | GO:0006351 | GO:0045165 | GO:0006355 | GO:0030318 | GO:0065003
OMIM,601005,Timothy syndrome,114205,CACNA1C,775,18,GO:0045762 | GO:0098911 | GO:0086064 | GO:0043010 | GO:0007507 | GO:0061577 | GO:0086045 | GO:0010881 | GO:0002520 | GO:0050796 | GO:0086091 | GO:0016032 | GO:0086002 | GO:0060402 | GO:0035115 | GO:0070509 | GO:0098912 | GO:0035585
OMIM,300622,"Tn polyagglutination syndrome, somatic",300611,C1GALT1C1,29071,3,GO:0016267 | GO:0030168 | GO:0036344
OMIM,607523,"Toenail dystrophy, isolated",120120,COL7A1,1294,7,GO:0030198 | GO:0048208 | GO:0006888 | GO:0035987 | GO:0008544 | GO:0007155 | GO:0010951
OMIM,300978,Tonne-Kalscheuer syndrome,300379,RLIM,51132,7,GO:0006511 | GO:0060816 | GO:0045892 | GO:0043433 | GO:0000122 | GO:0000209 | GO:1900095
OMIM,106600,"Tooth agenesis, selective, 1, with or without orofacial cleft",142983,MSX1,4487,37,GO:0043066 | GO:0003198 | GO:0061312 | GO:0030901 | GO:0090427 | GO:0060536 | GO:0000122 | GO:2001055 | GO:0060325 | GO:0008285 | GO:0009952 | GO:0042475 | GO:0023019 | GO:0045944 | GO:0051154 | GO:1902255 | GO:0030308 | GO:0000902 | GO:0050821 | GO:0035116 | GO:0007517 | GO:0071316 | GO:0061180 | GO:0021983 | GO:0042481 | GO:0042474 | GO:0034504 | GO:0035880 | GO:0010463 | GO:0043517 | GO:0001701 | GO:0048863 | GO:0060021 | GO:0060349 | GO:0035115 | GO:2000678 | GO:0030513
OMIM,604625,"Tooth agenesis, selective, 3",167416,PAX9,5083,7,GO:0045892 | GO:0007492 | GO:0045944 | GO:0042476 | GO:0042481 | GO:0071363 | GO:0060325
OMIM,150400,"Tooth agenesis, selective, 4",606268,WNT10A,80326,14,GO:0048733 | GO:0031069 | GO:0071560 | GO:0060070 | GO:0043588 | GO:0042476 | GO:0048730 | GO:0043586 | GO:0030182 | GO:0045165 | GO:0010628 | GO:0001942 | GO:0042487 | GO:0014033
OMIM,616724,"Tooth agenesis, selective, 7",603507,LRP6,4040,48,GO:0003344 | GO:0051091 | GO:0021794 | GO:0030326 | GO:0030901 | GO:0090244 | GO:0098609 | GO:0071901 | GO:1904886 | GO:0060325 | GO:0060059 | GO:0044340 | GO:1904953 | GO:0009952 | GO:0021987 | GO:0060444 | GO:0042475 | GO:0046849 | GO:0014029 | GO:0045944 | GO:0072659 | GO:0090009 | GO:0060535 | GO:0045787 | GO:0071397 | GO:0001843 | GO:0009880 | GO:0001702 | GO:0044335 | GO:1901998 | GO:1904948 | GO:0060026 | GO:0030278 | GO:0030917 | GO:0048596 | GO:0090118 | GO:0014033 | GO:0035261 | GO:0090090 | GO:0045893 | GO:0007204 | GO:0060021 | GO:0060349 | GO:0021587 | GO:0034392 | GO:0090245 | GO:0007268 | GO:0043434
OMIM,617073,"Tooth agenesis, selective, 8",601906,WNT10B,7480,34,GO:0014835 | GO:0051091 | GO:0007224 | GO:0000122 | GO:0120163 | GO:0002062 | GO:0071425 | GO:0007050 | GO:0032434 | GO:0048741 | GO:0045599 | GO:0071374 | GO:0050909 | GO:0030182 | GO:0048641 | GO:0050821 | GO:0060346 | GO:0061196 | GO:0045669 | GO:0010971 | GO:0045165 | GO:0006629 | GO:0043065 | GO:0045899 | GO:0051885 | GO:0030501 | GO:0000086 | GO:0050680 | GO:0030858 | GO:0060070 | GO:0008284 | GO:0071320 | GO:0090263 | GO:0071300
OMIM,617275,"Tooth agenesis, selective, 9",608832,GREM2,64388,7,GO:0038098 | GO:0010172 | GO:0019221 | GO:0048263 | GO:0030509 | GO:0009887 | GO:0060300
OMIM,313500,"Tooth agenesis, selective, X-linked 1",300451,EDA,1896,15,GO:0042475 | GO:0007160 | GO:1901224 | GO:0060662 | GO:0033209 | GO:0043123 | GO:0051092 | GO:0061153 | GO:0030154 | GO:0043473 | GO:0060789 | GO:0006955 | GO:0010628 | GO:0010467 | GO:0090263
OMIM,137580,"Tourette syndrome | {Gilles de la Tourette syndrome, susceptibility to}",142704 | 609678,SLITRK1 | HDC,114798 | 3067,12,GO:0051965 | GO:0007409 | GO:0042592 | GO:0007416 | GO:0099560 | GO:0006548 | GO:0042423 | GO:0050772 | GO:0035264 | GO:1905606 | GO:0001694 | GO:0030534
OMIM,107480,Townes-Brocks syndrome 1 | Townes-Brocks branchiootorenal-like syndrome,602218,SALL1,6299,25,GO:0045892 | GO:0021553 | GO:0007507 | GO:0000122 | GO:0006355 | GO:0042733 | GO:0001657 | GO:0048566 | GO:0045944 | GO:0072092 | GO:0003337 | GO:0021889 | GO:0001822 | GO:0061034 | GO:0021983 | GO:0030177 | GO:0008406 | GO:0035019 | GO:0042473 | GO:0003281 | GO:0031129 | GO:0060173 | GO:0045893 | GO:0030325 | GO:0001658
OMIM,601552,Traboulsi syndrome,600582,ASPH,444,13,GO:0008285 | GO:1903779 | GO:0097202 | GO:0006936 | GO:0031647 | GO:0034220 | GO:0007389 | GO:0060021 | GO:1901879 | GO:0060325 | GO:0042264 | GO:0022900 | GO:0035108
OMIM,606003,Transaldolase deficiency,602063,TALDO1,6888,6,GO:0035722 | GO:0006002 | GO:0006098 | GO:0009052 | GO:0019682 | GO:0005999
OMIM,275350,Transcobalamin II deficiency,613441,TCN2,6948,3,GO:0015889 | GO:0006824 | GO:0009235
OMIM,131705,Transient bullous of the newborn,120120,COL7A1,1294,7,GO:0030198 | GO:0048208 | GO:0006888 | GO:0035987 | GO:0008544 | GO:0007155 | GO:0010951
OMIM,154500,Treacher Collins syndrome 1,606847,TCOF1,6949,5,GO:0001501 | GO:0006417 | GO:0014032 | GO:0014029 | GO:0042790
OMIM,248390,Treacher Collins syndrome 3,610060,POLR1C,9533,7,GO:0006361 | GO:0006383 | GO:0006362 | GO:0006363 | GO:0006360 | GO:0032481 | GO:0045815
OMIM,612119,Trehalase deficiency,275360,TREH,11181,2,GO:0005993 | GO:0009887
OMIM,618866,"Tremor, hereditary essential, 6",618025,NOTCH2NLC,100996717,3,GO:0021987 | GO:0007219 | GO:0045747
OMIM,190320,Trichodontoosseous syndrome,600525,DLX3,1747,6,GO:0042475 | GO:0045944 | GO:0001890 | GO:0071895 | GO:0009790 | GO:0001568
OMIM,601606,"Trichoepithelioma, multiple familial, 1",605018,CYLD,1540,31,GO:0045582 | GO:0043369 | GO:0050862 | GO:0032088 | GO:0045577 | GO:1901026 | GO:2001242 | GO:0006511 | GO:1990108 | GO:0060544 | GO:1903753 | GO:0007049 | GO:0070423 | GO:0070266 | GO:0070536 | GO:0043393 | GO:1902017 | GO:0071108 | GO:0070507 | GO:0048872 | GO:0046329 | GO:0045087 | GO:0090090 | GO:1901223 | GO:2001238 | GO:0032480 | GO:0007346 | GO:0010803 | GO:0050727 | GO:1903829 | GO:0016055
OMIM,614602,Trichohepatoenteric syndrome 2,600478,SKIV2L,6499,3,GO:0006401 | GO:0070478 | GO:0043928
OMIM,618268,Trichohepatoneurodevelopmental syndrome,618260,CCDC47,57003,6,GO:0007029 | GO:0009791 | GO:0006983 | GO:0001649 | GO:0030433 | GO:0032469
OMIM,190330,Trichomegaly,165190,FGF5,2250,9,GO:0007399 | GO:0051781 | GO:0007267 | GO:0023019 | GO:0051897 | GO:0000165 | GO:0010001 | GO:0008284 | GO:0008543
OMIM,190350,"Trichorhinophalangeal syndrome, type I",604386,TRPS1,7227,4,GO:0001501 | GO:1902043 | GO:0000122 | GO:0032330
OMIM,190351,"Trichorhinophalangeal syndrome, type III",604386,TRPS1,7227,4,GO:0001501 | GO:1902043 | GO:0000122 | GO:0032330
OMIM,601675,"Trichothiodystrophy 1, photosensitive",126340,ERCC2,2068,43,GO:0040016 | GO:0000462 | GO:0006366 | GO:0006361 | GO:0016032 | GO:0035315 | GO:0006294 | GO:0030198 | GO:0009791 | GO:0007059 | GO:0001666 | GO:0045944 | GO:0006368 | GO:0006293 | GO:0006363 | GO:0030282 | GO:0006283 | GO:0033683 | GO:0007568 | GO:0032289 | GO:0006468 | GO:0048568 | GO:0006367 | GO:1901990 | GO:0043249 | GO:0009650 | GO:0006370 | GO:0060218 | GO:0006979 | GO:0006295 | GO:0048820 | GO:0000717 | GO:0001701 | GO:0006296 | GO:0045893 | GO:0021510 | GO:0006362 | GO:0008283 | GO:0070911 | GO:0045951 | GO:0035264 | GO:0006915 | GO:0043388
OMIM,616390,"Trichothiodystrophy 2, photosensitive",133510,ERCC3,2071,28,GO:0006366 | GO:0006361 | GO:0035315 | GO:0016032 | GO:0006294 | GO:0001666 | GO:0045944 | GO:0006368 | GO:0006293 | GO:0006363 | GO:0006283 | GO:0033683 | GO:0048568 | GO:0006468 | GO:0006367 | GO:1901990 | GO:0008104 | GO:0009650 | GO:0006370 | GO:0043065 | GO:0006265 | GO:0006295 | GO:0006979 | GO:0000717 | GO:0006296 | GO:0006362 | GO:0070911 | GO:0006915
OMIM,616395,"Trichothiodystrophy 3, photosensitive",608780,GTF2H5,404672,18,GO:0006367 | GO:0071480 | GO:0000717 | GO:0006296 | GO:0000462 | GO:0006366 | GO:0006361 | GO:0006368 | GO:0006362 | GO:0006293 | GO:0006363 | GO:0070911 | GO:0070816 | GO:0006283 | GO:0006370 | GO:0033683 | GO:0006294 | GO:0006295
OMIM,234050,"Trichothiodystrophy 4, nonphotosensitive",609188,MPLKIP,136647,2,GO:0051301 | GO:0007049
OMIM,300953,"Trichothiodystrophy 5, nonphotosensitive",300951,RNF113A,7737,6,GO:0000398 | GO:0006281 | GO:0016567 | GO:0034247 | GO:0070100 | GO:0018276
OMIM,616943,"Trichothiodystrophy 6, nonphotosensitive",189964,GTF2E2,2961,2,GO:0006367 | GO:0042795
OMIM,618546,"Trichothiodystrophy 7, nonphotosensitive",187790,TARS1,6897,1,GO:0006435
OMIM,609015,Trifunctional protein deficiency,600890 | 143450,HADHA | HADHB,3030 | 3032,4,GO:0006635 | GO:0032868 | GO:0042493 | GO:0035965
OMIM,190440,Trigonocephaly 1,136350,FGFR1,2260,46,GO:0001501 | GO:1905564 | GO:0060117 | GO:0051897 | GO:0030326 | GO:0030901 | GO:0042472 | GO:0000122 | GO:0002062 | GO:0010863 | GO:0043536 | GO:0035607 | GO:0001837 | GO:0048015 | GO:0000165 | GO:0001657 | GO:0010976 | GO:0043406 | GO:0007605 | GO:0021847 | GO:0014068 | GO:1903465 | GO:0002053 | GO:0018108 | GO:0090080 | GO:0046777 | GO:0070640 | GO:2000830 | GO:0060484 | GO:2000546 | GO:0060665 | GO:0001525 | GO:0001759 | GO:0060045 | GO:0010966 | GO:0042474 | GO:0090272 | GO:0001764 | GO:0042473 | GO:0001701 | GO:0048705 | GO:0048469 | GO:0048378 | GO:0060445 | GO:0048339 | GO:2001239
OMIM,614485,Trigonocephaly 2,608944,FREM1,158326,3,GO:0007160 | GO:0007154 | GO:0097094
OMIM,602079,Trimethylaminuria,136132,FMO3,2328,2,GO:0006805 | GO:0055114
OMIM,618805,Triokinase and FMN cyclase deficiency syndrome,615844,TKFC,26007,6,GO:0045088 | GO:0046835 | GO:0045087 | GO:0039534 | GO:0061624 | GO:0019563
OMIM,158300,Trismus-pseudocamptodactyly syndrome,160741,MYH8,4626,4,GO:0006470 | GO:0030049 | GO:0046034 | GO:0003009
OMIM,608189,"{Fibrocalculous pancreatic diabetes, susceptibility to} | Tropical calcific pancreatitis",167790,SPINK1,6690,7,GO:0048240 | GO:0050732 | GO:1900004 | GO:0010751 | GO:2001256 | GO:0090281 | GO:0060046
OMIM,275900,Troyer syndrome,607111,SPART,23111,8,GO:0060612 | GO:0030514 | GO:0048698 | GO:0050905 | GO:0051881 | GO:0009838 | GO:0051301 | GO:0034389
OMIM,191100,Tuberous sclerosis-1,605284,TSC1,7248,35,GO:0051496 | GO:1903204 | GO:0016242 | GO:0032868 | GO:0008344 | GO:0051894 | GO:0016239 | GO:0017148 | GO:0043666 | GO:0021987 | GO:0008285 | GO:0002250 | GO:0030030 | GO:0006407 | GO:0034260 | GO:0043379 | GO:0001843 | GO:0055007 | GO:0010977 | GO:0050821 | GO:0051726 | GO:0007160 | GO:0032780 | GO:0001822 | GO:0046627 | GO:0045859 | GO:0021766 | GO:0046323 | GO:0090630 | GO:0045792 | GO:0006813 | GO:0050808 | GO:0090650 | GO:0042552 | GO:0032007
